Feature_ID	Taxonomy
NC_024953.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Pleuronectiformes;f__Rhombosoleidae;g__Neoachiropsetta;s__milfordi
NC_025199.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Pleuronectiformes;f__Soleidae;g__Zebrias;s__zebrinus
NC_025201.1	d__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Cercopithecidae;g__Macaca;s__arctoides
NC_025221.1	d__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Cercopithecidae;g__Macaca;s__silenus
NC_025222.1	d__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Cercopithecidae;g__Macaca;s__tonkeana
NC_025225.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Anabantiformes;f__Channidae;g__Channa;s__asiatica
NC_025226.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Ranidae;g__Glandirana;s__tientaiensis
NC_025242.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Cottidae;g__Cottus;s__czerskii
NC_025269.1	d__Metazoa;p__Chordata;c__Mammalia;o__Rodentia;f__Muridae;g__Mus;s__cervicolor
NC_025270.1	d__Metazoa;p__Chordata;c__Mammalia;o__Rodentia;f__Muridae;g__Mus;s__cookii
NC_025275.1	d__Metazoa;p__Chordata;c__Lepidosauria;o__Squamata;f__Colubridae;g__Elaphe;s__taeniura
NC_025276.1	d__Metazoa;p__Arthropoda;c__Insecta;o__Coleoptera;f__Lampyridae;g__Aquatica;s__leii
NC_025277.1	d__Metazoa;p__Chordata;c__Mammalia;o__Rodentia;f__Sciuridae;g__Tamias;s__sibiricus
NC_025278.1	d__Metazoa;p__Chordata;c__Mammalia;o__Eulipotyphla;f__Soricidae;g__Sorex;s__cylindricauda
NC_025283.1	d__Metazoa;p__Chordata;c__Mammalia;o__Rodentia;f__Cricetidae;g__Lasiopodomys;s__mandarinus
NC_025286.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Xenocyprididae;g__Nipponocypris;s__koreanus
NC_025287.1	d__Metazoa;p__Chordata;c__Mammalia;o__Rodentia;f__Muridae;g__Mus;s__fragilicauda
NC_025296.1	d__Metazoa;p__Chordata;c__Mammalia;o__Carnivora;f__Viverridae;g__Viverricula;s__indica
NC_025297.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Balitoridae;g__Metahomaloptera;s__omeiensis
NC_025298.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Euteleosteomorpha;f__Sillaginidae;g__Sillago;s__indica
NC_025300.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Gobionidae;g__Xenophysogobio;s__nudicorpa
NC_025303.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Cyprinidae;g__Ptychobarbus;s__kaznakovi
NC_025304.1	d__Metazoa;p__Chordata;c__Lepidosauria;o__Squamata;f__Lacertidae;g__Eremias;s__multiocellata
NC_025307.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Euteleosteomorpha;f__Sciaenidae;g__Nibea;s__coibor
NC_025308.1	d__Metazoa;p__Chordata;c__Mammalia;o__Chiroptera;f__Vespertilionidae;g__Myotis;s__brandtii
NC_025309.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Hylidae;g__Hyla;s__annectans
NC_025315.2	d__Metazoa;p__Chordata;c__Actinopteri;o__Characiformes;f__Serrasalmidae;g__Piaractus;s__brachypomus
NC_025316.1	d__Metazoa;p__Chordata;c__Mammalia;o__Lagomorpha;f__Leporidae;g__Lepus;s__sinensis
NC_025317.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Centrarchiformes;f__Sinipercidae;g__Siniperca;s__chuatsi x Siniperca knerii
NC_025319.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Cyprinidae;g__Discogobio;s__yunnanensis
NC_025321.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Nemacheilidae;g__Homatula;s__potanini
NC_025325.1	d__Metazoa;p__Arthropoda;c__Malacostraca;o__Decapoda;f__Mictyridae;g__Mictyris;s__longicarpus
NC_025327.1	d__Metazoa;p__Chordata;c__Mammalia;o__Eulipotyphla;f__Soricidae;g__Sorex;s__tundrensis
NC_025330.1	d__Metazoa;p__Chordata;c__Mammalia;o__Rodentia;f__Cricetidae;g__Cricetulus;s__longicaudatus
NC_025336.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Danionidae;g__Rasbora;s__trilineata
NC_025337.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Euteleosteomorpha;f__Sillaginidae;g__Sillago;s__asiatica
NC_025494.1	d__Metazoa;p__Chordata;c__Sarcopterygii;o__Testudines;f__Trionychidae;g__Lissemys;s__scutata
NC_025499.1	d__Metazoa;p__Chordata;c__Aves;o__Gruiformes;f__Heliornithidae;g__Heliornis;s__fulica
NC_025501.1	d__Metazoa;p__Chordata;c__Aves;o__Gruiformes;f__Rallidae;g__Eulabeornis;s__castaneoventris
NC_025502.1	d__Metazoa;p__Chordata;c__Aves;o__Gruiformes;f__Rallidae;g__Lewinia;s__muelleri
NC_025507.1	d__Metazoa;p__Chordata;c__Aves;o__Gruiformes;f__Rallidae;g__Hypotaenidia;s__philippensis
NC_025508.1	d__Metazoa;p__Chordata;c__Aves;o__Gruiformes;f__Rallidae;g__Porphyrio;s__porphyrio
NC_025513.1	d__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Cercopithecidae;g__Macaca;s__fuscata
NC_025514.1	d__Metazoa;p__Chordata;c__Aves;o__Charadriiformes;f__Charadriidae;g__Vanellus;s__cinereus
NC_025515.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Acheilognathidae;g__Tanakia;s__limbata
NC_025517.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Lutjaniformes;f__Haemulidae;g__Plectorhinchus;s__lineatus
NC_025519.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Scombriformes;f__Scombridae;g__Thunnus;s__atlanticus
NC_025521.1	d__Metazoa;p__Chordata;c__Aves;o__Charadriiformes;f__Scolopacidae;g__Scolopax;s__rusticola
NC_025550.1	d__Metazoa;p__Chordata;c__Mammalia;o__Rodentia;f__Sciuridae;g__Callosciurus;s__erythraeus
NC_025555.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cichliformes;f__Cichlidae;g__Oreochromis;s__esculentus
NC_025556.1	d__Metazoa;p__Chordata;c__Aves;o__Charadriiformes;f__Laridae;g__Larus;s__crassirostris
NC_025559.1	d__Metazoa;p__Chordata;c__Mammalia;o__Eulipotyphla;f__Soricidae;g__Neomys;s__fodiens
NC_025562.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Cyprinidae;g__Ageneiogarra;s__imberba
NC_025563.1	d__Metazoa;p__Chordata;c__Mammalia;o__Artiodactyla;f__Bovidae;g__Bos;s__mutus
NC_025568.1	d__Metazoa;p__Chordata;c__Mammalia;o__Chiroptera;f__Vespertilionidae;g__Myotis;s__davidii
NC_025571.1	d__Metazoa;p__Arthropoda;c__Malacostraca;o__Decapoda;f__Varunidae;g__Cyclograpsus;s__granulosus
NC_025575.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Ranidae;g__Pelophylax;s__cretensis
NC_025576.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Salmoniformes;f__Salmonidae;g__Coregonus;s__peled
NC_025579.1	d__Metazoa;p__Chordata;c__Aves;o__Falconiformes;f__Falconidae;g__Falco;s__columbarius
NC_025580.1	d__Metazoa;p__Chordata;c__Aves;o__Accipitriformes;f__Accipitridae;g__Accipiter;s__nisus
NC_025584.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Siluriformes;f__Loricariidae;g__Hypostomus;s__plecostomus
NC_025585.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Siluriformes;f__Doradidae;g__Platydoras;s__armatulus
NC_025586.1	d__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Cebidae;g__Callithrix;s__jacchus
NC_025588.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Euteleosteomorpha;f__Siganidae;g__Siganus;s__vulpinus
NC_025589.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Salmoniformes;f__Salmonidae;g__Hucho;s__hucho
NC_025590.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Cyprinoidei;g__Ctenopharyngodon;s__idellus x Elopichthys bambusa
NC_025591.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Ranidae;g__Amolops;s__wuyiensis
NC_025594.1	d__Metazoa;p__Chordata;c__Aves;o__Passeriformes;f__Fringillidae;g__Carpodacus;s__sibiricus
NC_025595.1	d__Metazoa;p__Chordata;c__Aves;o__Passeriformes;f__Fringillidae;g__Serinus;s__albogularis
NC_025597.1	d__Metazoa;p__Chordata;c__Aves;o__Passeriformes;f__Fringillidae;g__Carpodacus;s__erythrinus
NC_025598.1	d__Metazoa;p__Chordata;c__Aves;o__Passeriformes;f__Fringillidae;g__Loxops;s__mana
NC_025600.1	d__Metazoa;p__Chordata;c__Aves;o__Passeriformes;f__Fringillidae;g__Hesperiphona;s__vespertina
NC_025601.1	d__Metazoa;p__Chordata;c__Aves;o__Passeriformes;f__Fringillidae;g__Paroreomyza;s__montana
NC_025602.1	d__Metazoa;p__Chordata;c__Aves;o__Passeriformes;f__Fringillidae;g__Himatione;s__sanguinea
NC_025604.1	d__Metazoa;p__Chordata;c__Aves;o__Passeriformes;f__Fringillidae;g__Leucosticte;s__brandti
NC_025605.1	d__Metazoa;p__Chordata;c__Aves;o__Passeriformes;f__Fringillidae;g__Loxops;s__caeruleirostris
NC_025606.1	d__Metazoa;p__Chordata;c__Aves;o__Passeriformes;f__Thraupidae;g__Chlorophanes;s__spiza
NC_025607.1	d__Metazoa;p__Chordata;c__Aves;o__Passeriformes;f__Fringillidae;g__Carpodacus;s__roseus
NC_025608.1	d__Metazoa;p__Chordata;c__Aves;o__Passeriformes;f__Fringillidae;g__Chlorodrepanis;s__flava
NC_025609.1	d__Metazoa;p__Chordata;c__Aves;o__Passeriformes;f__Fringillidae;g__Pinicola;s__enucleator
NC_025610.1	d__Metazoa;p__Chordata;c__Aves;o__Passeriformes;f__Fringillidae;g__Haemorhous;s__mexicanus
NC_025611.1	d__Metazoa;p__Chordata;c__Aves;o__Passeriformes;f__Passeridae;g__Passer;s__domesticus
NC_025613.1	d__Metazoa;p__Chordata;c__Aves;o__Passeriformes;f__Fringillidae;g__Haemorhous;s__cassinii
NC_025614.1	d__Metazoa;p__Chordata;c__Aves;o__Passeriformes;f__Fringillidae;g__Coccothraustes;s__coccothraustes
NC_025616.1	d__Metazoa;p__Chordata;c__Aves;o__Passeriformes;f__Fringillidae;g__Bucanetes;s__mongolicus
NC_025617.1	d__Metazoa;p__Chordata;c__Aves;o__Passeriformes;f__Fringillidae;g__Melamprosops;s__phaeosoma
NC_025620.1	d__Metazoa;p__Chordata;c__Aves;o__Passeriformes;f__Fringillidae;g__Drepanis;s__coccinea
NC_025621.1	d__Metazoa;p__Chordata;c__Aves;o__Passeriformes;f__Fringillidae;g__Crithagra;s__dorsostriata
NC_025622.1	d__Metazoa;p__Chordata;c__Aves;o__Passeriformes;f__Fringillidae;g__Magumma;s__parva
NC_025623.1	d__Metazoa;p__Chordata;c__Aves;o__Passeriformes;f__Fringillidae;g__Loxia;s__curvirostra
NC_025624.1	d__Metazoa;p__Chordata;c__Aves;o__Passeriformes;f__Fringillidae;g__Akialoa;s__stejnegeri
NC_025625.1	d__Metazoa;p__Chordata;c__Aves;o__Passeriformes;f__Fringillidae;g__Pyrrhula;s__pyrrhula
NC_025627.1	d__Metazoa;p__Chordata;c__Aves;o__Passeriformes;f__Fringillidae;g__Spinus;s__psaltria
NC_025628.1	d__Metazoa;p__Chordata;c__Aves;o__Passeriformes;f__Fringillidae;g__Oreomystis;s__bairdi
NC_025630.1	d__Metazoa;p__Chordata;c__Aves;o__Passeriformes;f__Fringillidae;g__Pseudonestor;s__xanthophrys
NC_025632.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Nemacheilidae;g__Triplophysa;s__robusta
NC_025639.1	d__Metazoa;p__Chordata;c__Lepidosauria;o__Squamata;f__Agamidae;g__Phrynocephalus;s__helioscopus
NC_025640.1	d__Metazoa;p__Chordata;c__Lepidosauria;o__Squamata;f__Agamidae;g__Phrynocephalus;s__grumgrzimailoi
NC_025643.1	d__Metazoa;p__Chordata;c__Lepidosauria;o__Squamata;f__Colubridae;g__Elaphe;s__davidi
NC_025644.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Carangiformes;f__Carangidae;g__Carangoides;s__equula
NC_025648.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Salmoniformes;f__Salmonidae;g__Coregonus;s__ussuriensis
NC_025650.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Cyprinidae;g__Diptychus;s__maculatus
NC_025654.1	d__Metazoa;p__Chordata;c__Aves;o__Anseriformes;f__Anatidae;g__Anser;s__indicus
NC_025665.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Scombriformes;f__Centrolophidae;g__Seriolella;s__porosa
NC_025666.1	d__Metazoa;p__Chordata;c__Lepidosauria;o__Squamata;f__Viperidae;g__Gloydius;s__intermedius
NC_025669.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cichliformes;f__Cichlidae;g__Oreochromis;s__niloticus x Oreochromis aureus
NC_025670.1	d__Metazoa;p__Chordata;c__Mammalia;o__Rodentia;f__Muridae;g__Leopoldamys;s__edwardsi
NC_025671.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cichliformes;f__Cichlidae;g__Andinoacara;s__rivulatus
NC_025742.1	d__Metazoa;p__Chordata;c__Aves;o__Psittaciformes;f__Psittacidae;g__Primolius;s__couloni
NC_025746.1	d__Metazoa;p__Chordata;c__Mammalia;o__Rodentia;f__Cricetidae;g__Akodon;s__montensis
NC_025747.1	d__Metazoa;p__Chordata;c__Mammalia;o__Rodentia;f__Cricetidae;g__Wiedomys;s__cerradensis
NC_025748.1	d__Metazoa;p__Chordata;c__Mammalia;o__Lagomorpha;f__Leporidae;g__Lepus;s__tolai
NC_025767.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Characiformes;f__Anostomidae;g__Megaleporinus;s__piavussu
NC_025769.1	d__Metazoa;p__Chordata;c__Mammalia;o__Pholidota;f__Manidae;g__Smutsia;s__temminckii
NC_025770.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Cyprinidae;g__Procypris;s__mera
NC_025776.1	d__Metazoa;p__Arthropoda;c__Malacostraca;o__Decapoda;f__Diogenidae;g__Clibanarius;s__infraspinatus
NC_025777.1	d__Metazoa;p__Chordata;c__Mammalia;o__Eulipotyphla;f__Talpidae;g__Scapanulus;s__oweni
NC_025779.1	d__Metazoa;p__Chordata;c__Lepidosauria;o__Squamata;f__Gekkonidae;g__Uroplatus;s__fimbriatus
NC_025782.1	d__Metazoa;p__Chordata;c__Lepidosauria;o__Squamata;f__Gekkonidae;g__Lepidodactylus;s__lugubris
NC_025783.1	d__Metazoa;p__Chordata;c__Lepidosauria;o__Squamata;f__Gekkonidae;g__Uroplatus;s__ebenaui
NC_025785.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Percidae;g__Gymnocephalus;s__cernua
NC_025786.1	d__Metazoa;p__Chordata;c__Aves;o__Apodiformes;f__Trochilidae;g__Chrysolampis;s__mosquitus
NC_025900.1	d__Metazoa;p__Chordata;c__Aves;o__Pelecaniformes;f__Ardeidae;g__Ardea;s__cinerea
NC_025902.1	d__Metazoa;p__Chordata;c__Mammalia;o__Lagomorpha;f__Leporidae;g__Lepus;s__hainanus
NC_025911.1	d__Metazoa;p__Chordata;c__Aves;o__Passeriformes;f__Passeridae;g__Montifringilla;s__nivalis
NC_025912.1	d__Metazoa;p__Chordata;c__Aves;o__Passeriformes;f__Passeridae;g__Pyrgilauda;s__blanfordi
NC_025913.1	d__Metazoa;p__Chordata;c__Aves;o__Passeriformes;f__Passeridae;g__Montifringilla;s__adamsi
NC_025915.1	d__Metazoa;p__Chordata;c__Aves;o__Passeriformes;f__Passeridae;g__Pyrgilauda;s__davidiana
NC_025916.1	d__Metazoa;p__Chordata;c__Aves;o__Pelecaniformes;f__Ardeidae;g__Ardea;s__modesta
NC_025917.1	d__Metazoa;p__Chordata;c__Aves;o__Pelecaniformes;f__Ardeidae;g__Bubulcus;s__ibis
NC_025918.1	d__Metazoa;p__Chordata;c__Aves;o__Pelecaniformes;f__Ardeidae;g__Ardea;s__intermedia
NC_025919.1	d__Metazoa;p__Chordata;c__Aves;o__Pelecaniformes;f__Ardeidae;g__Ardea;s__purpurea
NC_025920.1	d__Metazoa;p__Chordata;c__Aves;o__Pelecaniformes;f__Ardeidae;g__Egretta;s__sacra
NC_025921.1	d__Metazoa;p__Chordata;c__Aves;o__Pelecaniformes;f__Ardeidae;g__Ardeola;s__bacchus
NC_025922.1	d__Metazoa;p__Chordata;c__Aves;o__Pelecaniformes;f__Ardeidae;g__Butorides;s__striata
NC_025923.1	d__Metazoa;p__Chordata;c__Aves;o__Pelecaniformes;f__Ardeidae;g__Botaurus;s__stellaris
NC_025924.1	d__Metazoa;p__Chordata;c__Aves;o__Pelecaniformes;f__Ardeidae;g__Ixobrychus;s__eurhythmus
NC_025925.1	d__Metazoa;p__Chordata;c__Aves;o__Pelecaniformes;f__Ardeidae;g__Ixobrychus;s__sinensis
NC_025926.1	d__Metazoa;p__Chordata;c__Aves;o__Passeriformes;f__Corvidae;g__Pyrrhocorax;s__pyrrhocorax
NC_025927.1	d__Metazoa;p__Chordata;c__Aves;o__Passeriformes;f__Corvidae;g__Pyrrhocorax;s__graculus
NC_025929.1	d__Metazoa;p__Chordata;c__Lepidosauria;o__Squamata;f__Lacertidae;g__Eremias;s__przewalskii
NC_025930.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Cyprinoidei;g__Cirrhinus;s__mrigala x Labeo rohita
NC_025934.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Scombriformes;f__Scombridae;g__Euthynnus;s__affinis
NC_025937.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Euteleosteomorpha;f__Sciaenidae;g__Argyrosomus;s__amoyensis
NC_025939.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Tetraodontiformes;f__Tetraodontidae;g__Takifugu;s__flavidus x Takifugu rubripes
NC_025940.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Aulopiformes;f__Synodontidae;g__Saurida;s__wanieso
NC_025947.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Cyprinidae;g__Parasinilabeo;s__assimilis
NC_025949.1	d__Metazoa;p__Chordata;c__Mammalia;o__Chiroptera;f__Vespertilionidae;g__Murina;s__leucogaster
NC_025950.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Characiformes;f__Prochilodontidae;g__Ichthyoelephas;s__longirostris
NC_025953.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Chaetodontiformes;f__Chaetodontidae;g__Chelmon;s__rostratus
NC_025957.1	d__Metazoa;p__Arthropoda;c__Malacostraca;o__Decapoda;f__Parastacidae;g__Paranephrops;s__planifrons
NC_025958.1	d__Metazoa;p__Arthropoda;c__Malacostraca;o__Decapoda;f__Nephropidae;g__Nephrops;s__norvegicus
NC_026024.1	d__Metazoa;p__Chordata;c__Sarcopterygii;o__Testudines;f__Geoemydidae;g__Heosemys;s__depressa
NC_026027.1	d__Metazoa;p__Chordata;c__Sarcopterygii;o__Testudines;f__Geoemydidae;g__Cyclemys;s__pulchristriata
NC_026028.1	d__Metazoa;p__Chordata;c__Sarcopterygii;o__Testudines;f__Trionychidae;g__Chitra;s__indica
NC_026032.1	d__Metazoa;p__Chordata;c__Amphibia;o__Caudata;f__Hynobiidae;g__Hynobius;s__kimurae
NC_026033.1	d__Metazoa;p__Chordata;c__Amphibia;o__Caudata;f__Hynobiidae;g__Hynobius;s__nigrescens
NC_026034.1	d__Metazoa;p__Chordata;c__Mammalia;o__Rodentia;f__Spalacidae;g__Myospalax;s__psilurus
NC_026039.1	d__Metazoa;p__Chordata;c__Aves;o__Psittaciformes;f__Psittacidae;g__Aratinga;s__solstitialis
NC_026042.1	d__Metazoa;p__Chordata;c__Aves;o__Psittaciformes;f__Psittacidae;g__Psittacara;s__rubritorquis
NC_026047.1	d__Metazoa;p__Chordata;c__Sarcopterygii;o__Testudines;f__Chelidae;g__Elseya;s__branderhorsti
NC_026049.1	d__Metazoa;p__Chordata;c__Sarcopterygii;o__Testudines;f__Pelomedusidae;g__Pelusios;s__castaneus
NC_026050.1	d__Metazoa;p__Chordata;c__Sarcopterygii;o__Testudines;f__Chelidae;g__Platemys;s__platycephala
NC_026051.1	d__Metazoa;p__Chordata;c__Lepidosauria;o__Squamata;f__Viperidae;g__Protobothrops;s__maolanensis
NC_026052.1	d__Metazoa;p__Chordata;c__Lepidosauria;o__Squamata;f__Viperidae;g__Protobothrops;s__mangshanensis
NC_026063.1	d__Metazoa;p__Chordata;c__Mammalia;o__Artiodactyla;f__Bovidae;g__Ovis;s__orientalis
NC_026066.1	d__Metazoa;p__Chordata;c__Aves;o__Passeriformes;f__Muscicapidae;g__Phoenicurus;s__auroreus
NC_026068.1	d__Metazoa;p__Chordata;c__Aves;o__Passeriformes;f__Leiothrichidae;g__Pterorhinus;s__perspicillatus
NC_026075.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Euteleosteomorpha;f__Moronidae;g__Dicentrarchus;s__punctatus
NC_026078.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Pleuronectiformes;f__Soleidae;g__Brachirus;s__orientalis
NC_026080.1	d__Metazoa;p__Arthropoda;c__Malacostraca;o__Decapoda;f__Homolidae;g__Homologenus;s__malayensis
NC_026082.1	d__Metazoa;p__Chordata;c__Aves;o__Accipitriformes;f__Accipitridae;g__Accipiter;s__virgatus
NC_026083.1	d__Metazoa;p__Chordata;c__Lepidosauria;o__Squamata;f__Colubridae;g__Stichophanes;s__ningshaanensis
NC_026084.1	d__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Indriidae;g__Propithecus;s__diadema
NC_026085.1	d__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Lemuridae;g__Varecia;s__variegata
NC_026086.1	d__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Indriidae;g__Propithecus;s__edwardsi
NC_026088.1	d__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Lepilemuridae;g__Megaladapis;s__edwardsi
NC_026090.1	d__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Palaeopropithecidae;g__Palaeopropithecus;s__ingens
NC_026095.1	d__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Indriidae;g__Indri;s__indri
NC_026098.1	d__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Lemuridae;g__Eulemur;s__rubriventer
NC_026100.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Sebastidae;g__Sebastes;s__longispinis
NC_026105.1	d__Metazoa;p__Chordata;c__Lepidosauria;o__Squamata;f__Eublepharidae;g__Goniurosaurus;s__luii
NC_026109.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cichliformes;f__Cichlidae;g__Oreochromis;s__variabilis
NC_026110.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cichliformes;f__Cichlidae;g__Coptodon;s__zillii
NC_026118.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Xenocyprididae;g__Megalobrama;s__amblycephala x Megalobrama hoffmanni
NC_026119.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Xenocyprididae;g__Sinibrama;s__taeniatus
NC_026120.1	d__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Cercopithecidae;g__Macaca;s__nigra
NC_026122.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Danionidae;g__Devario;s__laoensis
NC_026124.1	d__Metazoa;p__Chordata;c__Mammalia;o__Rodentia;f__Spalacidae;g__Rhizomys;s__sinensis
NC_026125.1	d__Metazoa;p__Chordata;c__Aves;o__Charadriiformes;f__Stercorariidae;g__Stercorarius;s__maccormicki
NC_026127.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Botiidae;g__Parabotia;s__banarescui
NC_026130.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Botiidae;g__Leptobotia;s__taeniops
NC_026131.1	d__Metazoa;p__Chordata;c__Mammalia;o__Eulipotyphla;f__Soricidae;g__Episoriculus;s__caudatus
NC_026188.1	d__Metazoa;p__Chordata;c__Aves;o__Procellariiformes;f__Diomedeidae;g__Phoebastria;s__nigripes
NC_026189.1	d__Metazoa;p__Chordata;c__Aves;o__Procellariiformes;f__Diomedeidae;g__Phoebastria;s__immutabilis
NC_026190.1	d__Metazoa;p__Chordata;c__Aves;o__Procellariiformes;f__Diomedeidae;g__Phoebastria;s__albatrus
NC_026191.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Sebastidae;g__Sebastes;s__owstoni
NC_026194.2	d__Metazoa;p__Chordata;c__Actinopteri;o__Tetraodontiformes;f__Tetraodontidae;g__Lagocephalus;s__spadiceus
NC_026195.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Characiformes;f__Acestrorhamphidae;g__Grundulus;s__bogotensis
NC_026204.2	d__Metazoa;p__Chordata;c__Mammalia;o__Eulipotyphla;f__Soricidae;g__Crocidura;s__attenuata
NC_026205.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Cyprinidae;g__Schizothorax;s__davidi
NC_026206.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Cyprinidae;g__Schizopygopsis;s__pylzovi
NC_026211.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Siluriformes;f__Pimelodidae;g__Sorubim;s__cuspicaudus
NC_026213.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Gastromyzontidae;g__Vanmanenia;s__pingchowensis
NC_026215.1	d__Metazoa;p__Arthropoda;c__Malacostraca;o__Decapoda;f__Parastacidae;g__Astacopsis;s__gouldi
NC_026217.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Cyprinidae;g__Labeo;s__fimbriatus
NC_026221.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Cyprinidae;g__Bangana;s__decora
NC_026223.1	d__Metazoa;p__Chordata;c__Aves;o__Passeriformes;f__Paridae;g__Periparus;s__ater
NC_026225.2	d__Metazoa;p__Arthropoda;c__Malacostraca;o__Decapoda;f__Callianassidae;g__Trypaea;s__australiensis
NC_026227.1	d__Metazoa;p__Arthropoda;c__Malacostraca;o__Decapoda;f__Parastacidae;g__Cherax;s__boesemani
NC_026229.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Tetraodontiformes;f__Tetraodontidae;g__Lagocephalus;s__suezensis
NC_026232.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Chaetodontiformes;f__Leiognathidae;g__Gazza;s__minuta
NC_026233.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Lobotiformes;f__Lobotidae;g__Lobotes;s__surinamensis
NC_026235.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Euteleosteomorpha;f__Polynemidae;g__Polydactylus;s__plebeius
