Feature_ID	Taxonomy
LC815100.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Pleuronectiformes;f__Pleuronectidae;g__Glyptocephalus;s__kitaharae
LC815108.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Myctophiformes;f__Myctophidae;g__Diaphus;s__suborbitalis
LC819406.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Cottidae;g__Furcina;s__ishikawae
LC819407.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Stichaeidae;g__Dictyosoma;s__temminckii
LC820549.1	d__Metazoa;p__Chordata;c__Mammalia;o__Rodentia;f__Thryonomyidae;g__Thryonomys;s__swinderianus
LC822260.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Pholidae;g__Pholis;s__crassispina
LC822261.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Cottidae;g__Pseudoblennius;s__percoides
LC823739.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Cottidae;g__Artediellus;s__sp. HUMZ:166735
LC829649.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Aulopiformes;f__Chlorophthalmidae;g__Chlorophthalmus;s__albatrossis
LC829650.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Lutjaniformes;f__Lutjanidae;g__Lutjanus;s__ophuysenii
LC830262.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Triglidae;g__Pterygotrigla;s__macrorhynchus
LC830263.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gadiformes;f__Macrouridae;g__Ventrifossa;s__garmani
LC830264.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Beloniformes;f__Hemiramphidae;g__Hemiramphus;s__far
LC834789.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Carangiformes;f__Carangidae;g__Decapterus;s__russelli
LC834793.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Acanthuriformes;f__Acanthuridae;g__Prionurus;s__scalprum
LC834794.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Sebastidae;g__Sebastes;s__oblongus
LC834801.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Anabantiformes;f__Osphronemidae;g__Macropodus;s__ocellatus
LC834802.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Acanthuriformes;f__Acanthuridae;g__Acanthurus;s__dussumieri
LC834803.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Hetereleotris;s__poecila
LC835954.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Rhinogobius;s__tyoni
LC835957.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Rhinogobius;s__biwaensis
LC835959.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Salmoniformes;f__Salmonidae;g__Oncorhynchus;s__nerka
LC835960.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Salmoniformes;f__Salmonidae;g__Oncorhynchus;s__masou rhodurus
LC835962.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Nemacheilidae;g__Lefua;s__nikkonis
LC835963.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Nemacheilidae;g__Lefua;s__echigonia
LC842171.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Pleuronectiformes;f__Cynoglossidae;g__Cynoglossus;s__robustus
LC842172.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Ephippiformes;f__Ephippidae;g__Platax;s__teira
LC842173.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Exyrias;s__puntang
LC842174.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Centrarchiformes;f__Cheilodactylidae;g__Cheilodactylus;s__quadricornis
LC842176.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Euteleosteomorpha;f__Sphyraenidae;g__Sphyraena;s__obtusata
LC843960.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Mugiliformes;f__Mugilidae;g__Mugil;s__cephalus cephalus
LC843962.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Acentrogobius;s__sp. 2 sensu Akihito et al. 2013
LC843964.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Eutaeniichthys;s__gilli
LC843965.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Acanthogobius;s__flavimanus
LC843966.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Acanthogobius;s__lactipes
LC843968.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Luciogobius;s__sp. personal:YC-G 0167
LC843969.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Luciogobius;s__sp. 3 sensu Maeda et al. 2009
LC843975.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Luciogobius;s__sp. 11 sensu Shibukawa et al. 2019
LC843976.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Luciogobius;s__sp. 10 sensu Shibukawa et al. 2019
LC843978.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Pleuronectiformes;f__Pleuronectidae;g__Kareius;s__bicoloratus
LC843979.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Pleuronectiformes;f__Pleuronectidae;g__Pseudopleuronectes;s__yokohamae
LC843980.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Stichaeidae;g__Ernogrammus;s__hexagrammus
LC843981.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Sebastidae;g__Sebastes;s__cheni
LC843983.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Syngnathiformes;f__Syngnathidae;g__Syngnathus;s__schlegeli
LC843984.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Chaenogobius;s__gulosus
LC843985.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Kurtiformes;f__Apogonidae;g__Ostorhinchus;s__cookii
LC843986.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Cottidae;g__Ocynectes;s__modestus
LC848696.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Odontobutidae;g__Odontobutis;s__hikimius
LC848697.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Leuciscidae;g__Pseudaspius;s__brandtii maruta
LC848698.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Eviota;s__occasa
LC848699.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Pseudogobius;s__poicilosoma
LC848700.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Acheilognathidae;g__Acheilognathus;s__tabira tabira
LC848701.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Zeiformes;f__Parazenidae;g__Cyttopsis;s__rosea
LC848703.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Rhinogobius;s__sp. OR
LC848706.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Pleuronectiformes;f__Bothidae;g__Bothus;s__pantherinus
LC848709.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Carangiformes;f__Carangidae;g__Caranx;s__papuensis
LC848710.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Syngnathiformes;f__Callionymidae;g__Foetorepus;s__altivelis
LC848711.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Beryciformes;f__Cetomimidae;g__Cetomimus;s__sp. MCZ:Ich:158584
LC848712.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Beryciformes;f__Cetomimidae;g__Cetostoma;s__regani
LC848713.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Beryciformes;f__Cetomimidae;g__Gyrinomimus;s__sp. MCZ:Ich:164174
LC848714.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Trimmatom;s__sp. sensu Akihito et al. 2013
LC848716.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Trimmatom;s__pharus
LC848717.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Stiphodon;s__niraikanaiensis
LC849720.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Cryptocentrus;s__cinctus
LC849721.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Gladiogobius;s__brevispinis
LC849723.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Astrabe;s__lactisella
LC849724.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Clariger;s__cosmurus
LC849725.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Syngnathiformes;f__Syngnathidae;g__Coelonotus;s__leiaspis
LC849726.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Syngnathiformes;f__Syngnathidae;g__Oostethus;s__jagorii
LC849727.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Cyclopteridae;g__Eumicrotremus;s__awae
LC849728.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Cobitidae;g__Cobitis;s__matsubarae
LC850826.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Nemacheilidae;g__Lefua;s__tokaiensis
LC850827.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Tetrarogidae;g__Hypodytes;s__rubripinnis
LC850828.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Siluriformes;f__Amblycipitidae;g__Liobagrus;s__reinii
LC850830.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Osmeriformes;f__Plecoglossidae;g__Plecoglossus;s__altivelis ryukyuensis
LC850833.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Centrarchiformes;f__Centrarchidae;g__Micropterus;s__dolomieu dolomieu
LC850835.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Cottidae;g__Cottus;s__sp. ME
LC850837.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Cottidae;g__Rheopresbe;s__kazika
LC850838.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Cottidae;g__Cottus;s__reinii
LC850839.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Leuciscidae;g__Pseudaspius;s__hakonensis
LC850842.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Xenocyprididae;g__Zacco;s__platypus
LC850843.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Acheilognathidae;g__Tanakia;s__lanceolata
LC850844.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Xenocyprididae;g__Nipponocypris;s__temminckii
LC850845.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Gobionidae;g__Pseudorasbora;s__parva
LC850846.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Xenocyprididae;g__Zacco;s__platypus
LC850847.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Cyprinidae;g__Carassius;s__auratus ssp. 'Kinbuna'
LC850848.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Acheilognathidae;g__Pseudorhodeus;s__tanago
LC850849.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Siluriformes;f__Amblycipitidae;g__Liobagrus;s__reinii
LC850850.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Cobitidae;g__Cobitis;s__sp. BIWAE type B
LC850851.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Sicyopterus;s__japonicus
LC850852.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Tridentiger;s__brevispinis
LC850853.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Rhinogobius;s__nagoyae
LC850854.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Salmoniformes;f__Salmonidae;g__Coregonus;s__maraena
LC850855.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Siluriformes;f__Siluridae;g__Silurus;s__tomodai
LC850856.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Acheilognathidae;g__Tanakia;s__lanceolata
LC850857.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Cobitidae;g__Misgurnus;s__anguillicaudatus
LC850858.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Acheilognathidae;g__Acheilognathus;s__tabira jordani
LC850864.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Scombriformes;f__Gempylidae;g__Ruvettus;s__pretiosus
LC850868.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Siluriformes;f__Bagridae;g__Tachysurus;s__tokiensis
LC850869.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Acheilognathidae;g__Acheilognathus;s__melanogaster
LC850872.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Gobionidae;g__Pseudogobio;s__esocinus
LC850873.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Gobionidae;g__Pseudogobio;s__polystictus
LC850874.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Cottidae;g__Cottus;s__pollux
LC850875.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Acheilognathidae;g__Acheilognathus;s__tabira tohokuensis
LC850876.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Cobitidae;g__Cobitis;s__sp. BIWAE type D
LC852787.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Beryciformes;f__Stephanoberycidae;g__Acanthochaenus;s__luetkenii
LC852788.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Beryciformes;f__Cetomimidae;g__Cetomimus;s__sp. MCZ:Ich:164784
LC852789.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Trimmatom;s__pharus
LC852790.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Pleuronectiformes;f__Bothidae;g__Chascanopsetta;s__lugubris lugubris
LC852791.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Euteleosteomorpha;f__Opistognathidae;g__Opistognathus;s__wassi
LC852792.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Anguilliformes;f__Ophichthidae;g__Scolecenchelys;s__macroptera
LC852794.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Syngnathiformes;f__Callionymidae;g__Repomucenus;s__curvicornis
LC852796.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Beloniformes;f__Exocoetidae;g__Cheilopogon;s__doederleinii
LC852797.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Carangiformes;f__Carangidae;g__Selar;s__crumenophthalmus
LC852798.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Tetraodontiformes;f__Monacanthidae;g__Stephanolepis;s__cirrhifer
LC852799.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Silhouettea;s__sp. 'nise-shiranui-haze'
LC852800.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Cobitidae;g__Cobitis;s__takatsuensis
LC852802.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Acheilognathidae;g__Rhodeus;s__atremius atremius
LC852803.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Acentrogobius;s__viridipunctatus
LC852804.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Rhinogobius;s__yaima
LC852805.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Rhinogobius;s__telma
LC852806.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Rhinogobius;s__sp. OM
LC852807.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Bathygobius;s__cocosensis
LC852808.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Favonigobius;s__sp. D sensu Momose
LC852809.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Cryptocentrus;s__melanopus
LC852810.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Trypauchenopsis;s__limicola
LC852811.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Trypauchenopsis;s__limicola
LC852812.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Glossogobius;s__illimis
LC852813.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Oligolepis;s__stomias
LC852814.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Oligolepis;s__acutipennis
LC852815.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Oxyurichthys;s__cornutus
LC852816.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Tetraodontiformes;f__Monacanthidae;g__Pseudalutarius;s__nasicornis
LC853584.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Beryciformes;f__Cetomimidae;g__Cetomimus;s__sp. MCZ:Ich:163190
LC853585.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Beryciformes;f__Cetomimidae;g__Cetomimus;s__sp. MCZ:Ich:164247
LC853586.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Beryciformes;f__Cetomimidae;g__Cetomimus;s__sp. MCZ:Ich:165975
LC853587.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Beryciformes;f__Cetomimidae;g__Gyrinomimus;s__sp. AM:Ichthyology:29598-001
LC853589.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Atheriniformes;f__Atherinidae;g__Doboatherina;s__yoshinoi
LC856675.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Carangiformes;f__Carangidae;g__Alectis;s__ciliaris
LC856676.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Liparidae;g__Liparis;s__tanakae
LC856677.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Pleuronectiformes;f__Soleidae;g__Heteromycteris;s__japonicus
LC856678.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Lutjaniformes;f__Lutjanidae;g__Pterocaesio;s__marri
LC856680.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Lutjaniformes;f__Lutjanidae;g__Paracaesio;s__xanthurus
LC856681.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Aulopiformes;f__Chlorophthalmidae;g__Chlorophthalmus;s__borealis
LC856685.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Gymnogobius;s__macrognathos
LC856686.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Beryciformes;f__Cetomimidae;g__Cetomimus;s__sp. MCZ 164792
LC856687.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Beryciformes;f__Cetomimidae;g__Cetostoma;s__regani
LC856688.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Oxyurichthys;s__lonchotus
LC856690.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Taenioides;s__anguillaris
LC856691.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Gobiodon;s__erythrospilus
LC857069.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Carangiformes;f__Carangidae;g__Scomberoides;s__lysan
LC857071.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Carangiformes;f__Carangidae;g__Decapterus;s__macrosoma
LC857072.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Syngnathiformes;f__Callionymidae;g__Eleutherochir;s__opercularis
LC857073.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Eviota;s__rubriguttata
LC858676.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Cottidae;g__Ocynectes;s__maschalis
LC858678.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Drombus;s__ocyurus
LC858679.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Labriformes;f__Labridae;g__Coris;s__batuensis
LC858680.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Vanderhorstia;s__phaeosticta
LC858681.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Serranidae;g__Epinephelus;s__maculatus
LC858682.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Lutjaniformes;f__Haemulidae;g__Plectorhinchus;s__chaetodonoides
LC858683.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Parioglossus;s__formosus
LC858684.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Myersina;s__macrostoma
LC858685.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Cryptocentrus;s__caeruleomaculatus
LC859295.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Luciogobius;s__ryukyuensis
LC859297.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Luciogobius;s__griseus
LC859303.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Luciogobius;s__sp.
LC859304.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Luciogobius;s__sp.
LC859313.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Luciogobius;s__sp.
LC859319.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Luciogobius;s__sp.
LC859322.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Luciogobius;s__sp.
LC859328.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Luciogobius;s__sp.
LC859625.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Stomiiformes;f__Stomiidae;g__Stomias;s__danae
LC859626.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Pleurosicya;s__muscarum
LC859627.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Gymnogobius;s__sp. 1 sensu Akihito et al. 2013
LC860329.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Elopiformes;f__Elopidae;g__Elops;s__hawaiensis
LC860335.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Osmeriformes;f__Salangidae;g__Salangichthys;s__microdon
LC860336.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Aulopiformes;f__Evermannellidae;g__Coccorella;s__atlantica
LC860337.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Euteleosteomorpha;f__Menidae;g__Mene;s__maculata
LC860338.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Callogobius;s__sclateri
LC860339.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Scartelaos;s__histophorus
LC860340.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Eleotridae;g__Paloa;s__villadolidi
LC861318.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Hylidae;g__Dryophytes;s__leopardus
LC861320.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Hylidae;g__Dryophytes;s__leopardus
LC861326.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Hylidae;g__Dryophytes;s__japonicus
LC861327.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Hylidae;g__Dryophytes;s__immaculatus
LC861750.1	d__Metazoa;p__Chordata;c__Mammalia;o__Lagomorpha;f__Leporidae;g__Pentalagus;s__furnessi
LC862841.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Beloniformes;f__Hemiramphidae;g__Hyporhamphus;s__intermedius
LC862843.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Zoarcidae;g__Bothrocara;s__zestum
LC863012.1	d__Metazoa;p__Chordata;c__Mammalia;o__Carnivora;f__Ursidae;g__Ursus;s__arctos
LC863013.1	d__Metazoa;p__Chordata;c__Mammalia;o__Carnivora;f__Ursidae;g__Ursus;s__arctos
LC863017.1	d__Metazoa;p__Chordata;c__Mammalia;o__Carnivora;f__Ursidae;g__Ursus;s__arctos
LC864466.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Argentiniformes;f__Bathylagidae;g__Pseudobathylagus;s__milleri
LC864467.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Acropomatiformes;f__Pempheridae;g__Pempheris;s__japonica
LC864468.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Tetraodontiformes;f__Monacanthidae;g__Rudarius;s__ercodes
LC864469.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Serranidae;g__Hyporthodus;s__septemfasciatus
LC864575.1	d__Metazoa;p__Mollusca;c__Gastropoda;o__Caenogastropoda;f__Semisulcospiridae;g__Semisulcospira;s__libertina
LC864577.1	d__Metazoa;p__Mollusca;c__Gastropoda;o__Caenogastropoda;f__Semisulcospiridae;g__Semisulcospira;s__libertina
LC864579.1	d__Metazoa;p__Mollusca;c__Gastropoda;o__Caenogastropoda;f__Semisulcospiridae;g__Semisulcospira;s__arenicola
LC864580.1	d__Metazoa;p__Mollusca;c__Gastropoda;o__Caenogastropoda;f__Semisulcospiridae;g__Semisulcospira;s__decipiens
LC864581.1	d__Metazoa;p__Mollusca;c__Gastropoda;o__Caenogastropoda;f__Semisulcospiridae;g__Semisulcospira;s__rugosa
LC864585.1	d__Metazoa;p__Mollusca;c__Gastropoda;o__Caenogastropoda;f__Semisulcospiridae;g__Semisulcospira;s__niponica
LC864591.1	d__Metazoa;p__Mollusca;c__Gastropoda;o__Caenogastropoda;f__Semisulcospiridae;g__Semisulcospira;s__libertina
LC864592.1	d__Metazoa;p__Mollusca;c__Gastropoda;o__Caenogastropoda;f__Semisulcospiridae;g__Semisulcospira;s__reiniana
LC864599.1	d__Metazoa;p__Mollusca;c__Gastropoda;o__Caenogastropoda;f__Semisulcospiridae;g__Semisulcospira;s__morii
LC864603.1	d__Metazoa;p__Mollusca;c__Gastropoda;o__Caenogastropoda;f__Semisulcospiridae;g__Semisulcospira;s__takeshimensis
LC866750.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Clariger;s__sp. KPM-NI:88076
LC868209.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Gobiodon;s__ater
